Created Graph Saved...
Epoch:0	training loss:5.197895526885986	 training accuracy:0.06318397687383853
Epoch:71	training loss:0.40177983045578003	 training accuracy:0.896138756968821
Epoch:72	training loss:0.3921230137348175	 training accuracy:0.8986165599834813
Epoch:73	training loss:0.38089263439178467	 training accuracy:0.9134833780714433
Epoch:74	training loss:0.3702097237110138	 training accuracy:0.9543671278133389
Epoch:75	training loss:0.3613664507865906	 training accuracy:0.9436299814164774
Epoch:76	training loss:0.35371455550193787	 training accuracy:0.9366095395416064
Epoch:77	training loss:0.3461277186870575	 training accuracy:0.9421845963245922
Epoch:78	training loss:0.33843716979026794	 training accuracy:0.9543671278133389
Epoch:79	training loss:0.33096057176589966	 training accuracy:0.9438364650010325
Epoch:80	training loss:0.32360512018203735	 training accuracy:0.9372289902952715
Epoch:81	training loss:0.3160724937915802	 training accuracy:0.9372289902952715
Epoch:82	training loss:0.3084334135055542	 training accuracy:0.9378484410489366
Epoch:83	training loss:0.30118104815483093	 training accuracy:0.9442494321701425
Epoch:84	training loss:0.2947397828102112	 training accuracy:0.9595292174272145
Epoch:85	training loss:0.28902435302734375	 training accuracy:0.9582903159198843
Epoch:86	training loss:0.2835806608200073	 training accuracy:0.9591162502581044
Epoch:87	training loss:0.27810394763946533	 training accuracy:0.9642783398719802
Epoch:88	training loss:0.27264338731765747	 training accuracy:0.9710922981622961
Epoch:89	training loss:0.26737868785858154	 training accuracy:0.9752219698533967
Epoch:90	training loss:0.26238948106765747	 training accuracy:0.970679330993186
Epoch:91	training loss:0.2576381266117096	 training accuracy:0.9661366921329755
Epoch:92	training loss:0.25307223200798035	 training accuracy:0.9651042742102003
Epoch:93	training loss:0.2486807107925415	 training accuracy:0.9671691100557506
Epoch:94	training loss:0.24445518851280212	 training accuracy:0.9679950443939707
Epoch:95	training loss:0.24034182727336884	 training accuracy:0.9702663638240759
Epoch:96	training loss:0.2362765073776245	 training accuracy:0.9717117489159611
Epoch:97	training loss:0.23226973414421082	 training accuracy:0.9737765847615114
Epoch:98	training loss:0.22841328382492065	 training accuracy:0.9762543877761718
Epoch:99	training loss:0.2247878611087799	 training accuracy:0.9791451579599422
Epoch:100	training loss:0.22137609124183655	 training accuracy:0.9818294445591575
Epoch:101	training loss:0.21807947754859924	 training accuracy:0.9824488953128226
Epoch:102	training loss:0.21480441093444824	 training accuracy:0.9834813132355977
Epoch:103	training loss:0.21152999997138977	 training accuracy:0.9836877968201528
Epoch:104	training loss:0.2083006203174591	 training accuracy:0.9832748296510427
Epoch:105	training loss:0.2051701545715332	 training accuracy:0.9820359281437125
Epoch:106	training loss:0.20215612649917603	 training accuracy:0.9818294445591575
Epoch:107	training loss:0.19924265146255493	 training accuracy:0.9818294445591575
Epoch:108	training loss:0.1964067667722702	 training accuracy:0.9814164773900474
Epoch:109	training loss:0.19363439083099365	 training accuracy:0.9826553788973776
Epoch:110	training loss:0.1909189671278	 training accuracy:0.9830683460664877
Epoch:111	training loss:0.18825699388980865	 training accuracy:0.9836877968201528
Epoch:112	training loss:0.1856483519077301	 training accuracy:0.9845137311583729
Epoch:113	training loss:0.1831018179655075	 training accuracy:0.9845137311583729
Epoch:114	training loss:0.18062637746334076	 training accuracy:0.985339665496593
Epoch:115	training loss:0.17822249233722687	 training accuracy:0.985133181912038
Epoch:116	training loss:0.1758781224489212	 training accuracy:0.9863720834193681
Epoch:117	training loss:0.17357611656188965	 training accuracy:0.9865785670039232
Epoch:118	training loss:0.17130634188652039	 training accuracy:0.9865785670039232
Epoch:119	training loss:0.16907131671905518	 training accuracy:0.9871980177575883
Epoch:120	training loss:0.1668812483549118	 training accuracy:0.9871980177575883
Epoch:121	training loss:0.16474400460720062	 training accuracy:0.9871980177575883
Epoch:122	training loss:0.16265952587127686	 training accuracy:0.9876109849266983
Epoch:123	training loss:0.1606205552816391	 training accuracy:0.9876109849266983
Epoch:124	training loss:0.15862099826335907	 training accuracy:0.9876109849266983
Epoch:125	training loss:0.15665677189826965	 training accuracy:0.9876109849266983
Epoch:126	training loss:0.15472862124443054	 training accuracy:0.9880239520958084
Epoch:127	training loss:0.15283705294132233	 training accuracy:0.9884369192649184
Epoch:128	training loss:0.1509816199541092	 training accuracy:0.9890563700185835
Epoch:129	training loss:0.14916081726551056	 training accuracy:0.9890563700185835
Epoch:130	training loss:0.14737355709075928	 training accuracy:0.9890563700185835
Epoch:131	training loss:0.1456194519996643	 training accuracy:0.9892628536031386
Epoch:132	training loss:0.14389748871326447	 training accuracy:0.9890563700185835
Epoch:133	training loss:0.14220651984214783	 training accuracy:0.9892628536031386
Epoch:134	training loss:0.1405443251132965	 training accuracy:0.9894693371876936
Epoch:135	training loss:0.13891004025936127	 training accuracy:0.9896758207722486
Epoch:136	training loss:0.13730314373970032	 training accuracy:0.9896758207722486
Epoch:137	training loss:0.1357245147228241	 training accuracy:0.9896758207722486
Epoch:138	training loss:0.13417404890060425	 training accuracy:0.9898823043568037
Epoch:139	training loss:0.13265082240104675	 training accuracy:0.9898823043568037
Epoch:140	training loss:0.13115376234054565	 training accuracy:0.9898823043568037
Epoch:141	training loss:0.12968136370182037	 training accuracy:0.9898823043568037
Epoch:142	training loss:0.12823231518268585	 training accuracy:0.9898823043568037
Epoch:143	training loss:0.1268060952425003	 training accuracy:0.9898823043568037
Epoch:144	training loss:0.12540239095687866	 training accuracy:0.9900887879413587
Epoch:145	training loss:0.1240207776427269	 training accuracy:0.9900887879413587
Epoch:146	training loss:0.12266086786985397	 training accuracy:0.9902952715259137
Epoch:147	training loss:0.12132181972265244	 training accuracy:0.9905017551104687
Epoch:148	training loss:0.12000329792499542	 training accuracy:0.9907082386950238
Epoch:149	training loss:0.11870457977056503	 training accuracy:0.9909147222795788
Epoch:150	training loss:0.1174251139163971	 training accuracy:0.9913276894486889
Epoch:151	training loss:0.11616379022598267	 training accuracy:0.9915341730332439
Epoch:152	training loss:0.11492003500461578	 training accuracy:0.9917406566177989
Epoch:153	training loss:0.11369269341230392	 training accuracy:0.9919471402023539
Epoch:154	training loss:0.11248117685317993	 training accuracy:0.992360107371464
Epoch:155	training loss:0.11128468066453934	 training accuracy:0.992360107371464
Epoch:156	training loss:0.11010266840457916	 training accuracy:0.992360107371464
Epoch:157	training loss:0.10893464833498001	 training accuracy:0.9929795581251291
Epoch:158	training loss:0.10777995735406876	 training accuracy:0.9929795581251291
Epoch:159	training loss:0.10663840919733047	 training accuracy:0.993186041709684
Epoch:160	training loss:0.10551021248102188	 training accuracy:0.9933925252942392
Epoch:161	training loss:0.10439562797546387	 training accuracy:0.9935990088787942
Epoch:162	training loss:0.10329286754131317	 training accuracy:0.9935990088787942
Epoch:163	training loss:0.10220196843147278	 training accuracy:0.9940119760479041
Epoch:164	training loss:0.10112272202968597	 training accuracy:0.9942184596324593
Epoch:165	training loss:0.10005450993776321	 training accuracy:0.9944249432170142
Epoch:166	training loss:0.09899675101041794	 training accuracy:0.9946314268015692
Epoch:167	training loss:0.09794927388429642	 training accuracy:0.9948379103861243
Epoch:168	training loss:0.09691161662340164	 training accuracy:0.9948379103861243
Epoch:169	training loss:0.09588370472192764	 training accuracy:0.9950443939706793
Epoch:170	training loss:0.09486526995897293	 training accuracy:0.9950443939706793
Epoch:171	training loss:0.0938560739159584	 training accuracy:0.9952508775552343
Epoch:172	training loss:0.09285613894462585	 training accuracy:0.9954573611397893
Epoch:173	training loss:0.09186536818742752	 training accuracy:0.9954573611397893
Epoch:174	training loss:0.09088362753391266	 training accuracy:0.9954573611397893
Epoch:175	training loss:0.08991095423698425	 training accuracy:0.9954573611397893
Epoch:176	training loss:0.08894731849431992	 training accuracy:0.9954573611397893
Epoch:177	training loss:0.08799295127391815	 training accuracy:0.9954573611397893
Epoch:178	training loss:0.0870477631688118	 training accuracy:0.9954573611397893
Epoch:179	training loss:0.08611173182725906	 training accuracy:0.9956638447243444
Epoch:180	training loss:0.08518510311841965	 training accuracy:0.9958703283088994
Epoch:181	training loss:0.08426781743764877	 training accuracy:0.9962832954780095
Epoch:182	training loss:0.08336010575294495	 training accuracy:0.9962832954780095
Epoch:183	training loss:0.08246208727359772	 training accuracy:0.9962832954780095
Epoch:184	training loss:0.08157379180192947	 training accuracy:0.9962832954780095
Epoch:185	training loss:0.0806952714920044	 training accuracy:0.9964897790625645
Epoch:186	training loss:0.07982661575078964	 training accuracy:0.9964897790625645
Epoch:187	training loss:0.0789681226015091	 training accuracy:0.9964897790625645
Epoch:188	training loss:0.07811959832906723	 training accuracy:0.9964897790625645
Epoch:189	training loss:0.07728106528520584	 training accuracy:0.9964897790625645
Epoch:190	training loss:0.07645270973443985	 training accuracy:0.9964897790625645
Epoch:191	training loss:0.07563459128141403	 training accuracy:0.9964897790625645
Epoch:192	training loss:0.0748266726732254	 training accuracy:0.9964897790625645
Epoch:193	training loss:0.07402896136045456	 training accuracy:0.9969027462316746
Epoch:194	training loss:0.07324152439832687	 training accuracy:0.9971092298162296
Epoch:195	training loss:0.07246432453393936	 training accuracy:0.9971092298162296
Epoch:196	training loss:0.07169739156961441	 training accuracy:0.9971092298162296
Epoch:197	training loss:0.07094066590070724	 training accuracy:0.9971092298162296
Epoch:198	training loss:0.07019400596618652	 training accuracy:0.9971092298162296
Epoch:199	training loss:0.0694575086236	 training accuracy:0.9973157134007846
Epoch:200	training loss:0.06873109936714172	 training accuracy:0.9973157134007846
Epoch:201	training loss:0.06801463663578033	 training accuracy:0.9973157134007846
Epoch:202	training loss:0.06730811297893524	 training accuracy:0.9973157134007846
Epoch:203	training loss:0.06661146134138107	 training accuracy:0.9973157134007846
Epoch:204	training loss:0.06592462956905365	 training accuracy:0.9975221969853396
Epoch:205	training loss:0.06524750590324402	 training accuracy:0.9975221969853396
Epoch:206	training loss:0.06457996368408203	 training accuracy:0.9977286805698947
Epoch:207	training loss:0.06392199546098709	 training accuracy:0.9977286805698947
Epoch:208	training loss:0.06327337771654129	 training accuracy:0.9977286805698947
Epoch:209	training loss:0.06263414025306702	 training accuracy:0.9977286805698947
Epoch:210	training loss:0.06200404837727547	 training accuracy:0.9977286805698947
Epoch:211	training loss:0.061383143067359924	 training accuracy:0.9977286805698947
Epoch:212	training loss:0.06077118590474129	 training accuracy:0.9977286805698947
Epoch:213	training loss:0.060168150812387466	 training accuracy:0.9979351641544497
Epoch:214	training loss:0.059573814272880554	 training accuracy:0.9979351641544497
Epoch:215	training loss:0.05898824334144592	 training accuracy:0.9979351641544497
Epoch:216	training loss:0.05841121822595596	 training accuracy:0.9979351641544497
Epoch:217	training loss:0.05784264951944351	 training accuracy:0.9979351641544497
Epoch:218	training loss:0.057282477617263794	 training accuracy:0.9979351641544497
Epoch:219	training loss:0.05673060938715935	 training accuracy:0.9979351641544497
Epoch:220	training loss:0.05618691444396973	 training accuracy:0.9979351641544497
Epoch:221	training loss:0.055651240050792694	 training accuracy:0.9979351641544497
Epoch:222	training loss:0.055123500525951385	 training accuracy:0.9979351641544497
Epoch:223	training loss:0.05460353568196297	 training accuracy:0.9979351641544497
Epoch:224	training loss:0.054091256111860275	 training accuracy:0.9979351641544497
Epoch:225	training loss:0.053586445748806	 training accuracy:0.9979351641544497
Epoch:226	training loss:0.053088974207639694	 training accuracy:0.9979351641544497
Epoch:227	training loss:0.05259864404797554	 training accuracy:0.9979351641544497
Epoch:228	training loss:0.05211523175239563	 training accuracy:0.9979351641544497
Epoch:229	training loss:0.05163846164941788	 training accuracy:0.9979351641544497
Epoch:230	training loss:0.05116819962859154	 training accuracy:0.9979351641544497
Epoch:231	training loss:0.05070427060127258	 training accuracy:0.9979351641544497
Epoch:232	training loss:0.050246547907590866	 training accuracy:0.9979351641544497
Epoch:233	training loss:0.04979493096470833	 training accuracy:0.9979351641544497
Epoch:234	training loss:0.04934927821159363	 training accuracy:0.9979351641544497
Epoch:235	training loss:0.04890958592295647	 training accuracy:0.9979351641544497
Epoch:236	training loss:0.04847581312060356	 training accuracy:0.9979351641544497
Epoch:237	training loss:0.0480477474629879	 training accuracy:0.9981416477390047
Epoch:238	training loss:0.047625456005334854	 training accuracy:0.9981416477390047
Epoch:239	training loss:0.047208815813064575	 training accuracy:0.9981416477390047
Epoch:240	training loss:0.04679771140217781	 training accuracy:0.9981416477390047
Epoch:241	training loss:0.04639203101396561	 training accuracy:0.9981416477390047
Epoch:242	training loss:0.04599177837371826	 training accuracy:0.9985546149081148
Epoch:243	training loss:0.045596715062856674	 training accuracy:0.9985546149081148
Epoch:244	training loss:0.04520689323544502	 training accuracy:0.9985546149081148
Epoch:245	training loss:0.0448220893740654	 training accuracy:0.9985546149081148
Epoch:246	training loss:0.044442325830459595	 training accuracy:0.9985546149081148
Epoch:247	training loss:0.044067442417144775	 training accuracy:0.9985546149081148
Epoch:248	training loss:0.04369737207889557	 training accuracy:0.9985546149081148
Epoch:249	training loss:0.04333199933171272	 training accuracy:0.9985546149081148
Epoch:250	training loss:0.04297131672501564	 training accuracy:0.9985546149081148
Epoch:251	training loss:0.04261525720357895	 training accuracy:0.9985546149081148
Epoch:252	training loss:0.04226365685462952	 training accuracy:0.9985546149081148
Epoch:253	training loss:0.04191646724939346	 training accuracy:0.9985546149081148
Epoch:254	training loss:0.041573621332645416	 training accuracy:0.9985546149081148
Epoch:255	training loss:0.04123501852154732	 training accuracy:0.9985546149081148
Epoch:256	training loss:0.04090062901377678	 training accuracy:0.9985546149081148
Epoch:257	training loss:0.04057034105062485	 training accuracy:0.9985546149081148
Epoch:258	training loss:0.04024403542280197	 training accuracy:0.9985546149081148
Epoch:259	training loss:0.03992175683379173	 training accuracy:0.9987610984926698
Epoch:260	training loss:0.039603397250175476	 training accuracy:0.9987610984926698
Epoch:261	training loss:0.03928891569375992	 training accuracy:0.9987610984926698
Epoch:262	training loss:0.038978200405836105	 training accuracy:0.9987610984926698
Epoch:263	training loss:0.03867118060588837	 training accuracy:0.9989675820772249
Epoch:264	training loss:0.03836787864565849	 training accuracy:0.9989675820772249
Epoch:265	training loss:0.03806820884346962	 training accuracy:0.9989675820772249
Epoch:266	training loss:0.0377720482647419	 training accuracy:0.9989675820772249
Epoch:267	training loss:0.03747938573360443	 training accuracy:0.9989675820772249
Epoch:268	training loss:0.03719017282128334	 training accuracy:0.9989675820772249
Epoch:269	training loss:0.03690432384610176	 training accuracy:0.9989675820772249
Epoch:270	training loss:0.036621786653995514	 training accuracy:0.9989675820772249
Epoch:271	training loss:0.0363425686955452	 training accuracy:0.9989675820772249
Epoch:272	training loss:0.036066535860300064	 training accuracy:0.9989675820772249
Epoch:273	training loss:0.03579368069767952	 training accuracy:0.9989675820772249
Epoch:274	training loss:0.035523921251297	 training accuracy:0.9989675820772249
Epoch:275	training loss:0.03525721654295921	 training accuracy:0.9989675820772249
Epoch:276	training loss:0.03499358519911766	 training accuracy:0.9989675820772249
Epoch:277	training loss:0.034732941538095474	 training accuracy:0.9989675820772249
Epoch:278	training loss:0.0344751812517643	 training accuracy:0.9989675820772249
Epoch:279	training loss:0.03422034531831741	 training accuracy:0.9989675820772249
Epoch:280	training loss:0.03396833688020706	 training accuracy:0.9989675820772249
Epoch:281	training loss:0.03371911868453026	 training accuracy:0.9989675820772249
Epoch:282	training loss:0.033472638577222824	 training accuracy:0.9989675820772249
Epoch:283	training loss:0.033228885382413864	 training accuracy:0.9989675820772249
Epoch:284	training loss:0.0329878106713295	 training accuracy:0.9989675820772249
Epoch:285	training loss:0.03274935111403465	 training accuracy:0.9989675820772249
Epoch:286	training loss:0.032513491809368134	 training accuracy:0.9989675820772249
Epoch:287	training loss:0.03228013962507248	 training accuracy:0.9989675820772249
Epoch:288	training loss:0.03204929828643799	 training accuracy:0.9989675820772249
Epoch:289	training loss:0.031820960342884064	 training accuracy:0.9989675820772249
Epoch:290	training loss:0.031595081090927124	 training accuracy:0.9989675820772249
Epoch:291	training loss:0.0313715785741806	 training accuracy:0.9989675820772249
Epoch:292	training loss:0.031150463968515396	 training accuracy:0.9989675820772249
Epoch:293	training loss:0.030931714922189713	 training accuracy:0.9989675820772249
Epoch:294	training loss:0.03071526810526848	 training accuracy:0.9989675820772249
Epoch:295	training loss:0.03050103969871998	 training accuracy:0.9989675820772249
Epoch:296	training loss:0.03028907999396324	 training accuracy:0.9989675820772249
Epoch:297	training loss:0.03007933869957924	 training accuracy:0.9989675820772249
Epoch:298	training loss:0.029871825128793716	 training accuracy:0.9989675820772249
Epoch:299	training loss:0.029666461050510406	 training accuracy:0.9989675820772249
Epoch:300	training loss:0.02946321852505207	 training accuracy:0.9989675820772249
